run_name,overall,total_illegal_ratio,musical,clothing accessory,electronic device,sports equipment,home appliance,game,tool,piece of women's clothing,vehicle,animal,outerwear,piece of jewelry,farm animal,mammal,hardware item,garden tool,body part,dessert,weapon,furniture,school supply,construction equipment,container,toy,medical equipment,breakfast food,vegetable,source of light,scientific equipment,arts and crafts item,food,drink,insect,candy,item of clothing,condiment,fruit,bird,kitchen tool,home decor item,safety equipment,sea animal,watercraft,seafood,office supply item,personal hygiene item,kitchen appliance,footwear,plant,protective clothing item,car part,fastener,headwear
align-dinov2+500m-things+hyp-abl90-218-random,0.9898373983739838,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,,1.0,1.0,1.0,1.0,0.96,1.0,,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.875,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl90-7,0.9939024390243902,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.9285714285714286,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinov2+1b-llama-chat-things+hyp-abl10cat-7,0.9963212273011898,0.0,0.992619926199262,0.9855072463768116,1.0,0.9975728155339806,0.9963369963369964,1.0,0.9978260869565218,1.0,0.9975903614457832,0.9987357774968394,1.0,0.995049504950495,0.9956140350877192,1.0,0.9925742574257426,,0.9874213836477987,,0.9836601307189542,,0.9959183673469388,0.992337164750958,,0.9927272727272728,0.9924242424242424,,1.0,1.0,,0.9931972789115646,0.9990176817288802,1.0,1.0,0.9959016393442623,,1.0,1.0,1.0,0.9956140350877192,1.0,0.9921259842519684,,0.9956140350877192,1.0,1.0,,0.9953488372093025,1.0,0.9932885906040269,0.9896373056994818,,0.9902439024390244,0.9897435897435898
align-dinov2+1b-things+hyp-abl20cat-7,0.9965024482861996,0.0,,0.9891304347826086,1.0,,1.0,0.990521327014218,,1.0,,1.0,0.9956709956709956,0.99009900990099,1.0,,,1.0,0.9937106918238994,0.989010989010989,0.9869281045751634,1.0,0.9959183673469388,,0.989106753812636,,,,1.0,1.0,,0.9965986394557824,0.9980353634577604,0.9923076923076924,,0.9959016393442623,0.9980544747081712,,0.9961089494163424,1.0,1.0,,0.9960629921259844,,1.0,,,,0.9906976744186048,1.0,0.9966442953020134,,0.9955156950672646,,1.0
align-dinov2+500m-things+hyp-abl90-218,0.9959349593495936,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinov2+1b-llama-things+hyp-abl90-42,0.9979674796747968,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.9285714285714286,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinosiglip+1b-llama-chat-things+hyp-abl70-42,0.9975296442687748,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772727272727272,0.9891304347826086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,1.0,1.0,1.0
align-siglip+1b-llama-chat-things+hyp-abl30-42,0.9992690058479532,0.0,1.0,0.9858156028368794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9924242424242424,0.9922779922779924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl70-218,0.99901185770751,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinosiglip+1b-things+hyp-abl50-7,0.9972936400541272,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9949494949494948,1.0,1.0,1.0,1.0,0.9834710743801652,1.0,1.0,1.0,1.0,1.0,1.0,0.9863013698630136,0.9950738916256158,1.0,1.0,1.0,1.0,1.0,0.9701492537313432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9833333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,0.9878048780487804,1.0,0.984375,0.984126984126984,1.0
align-siglip+1b-llama-chat-things+hyp-abl70-7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl10cat-218,0.995929868503444,0.0,0.996309963099631,0.9927536231884058,1.0,0.9951456310679612,0.9816849816849816,0.990521327014218,0.9956521739130436,1.0,0.9975903614457832,1.0,1.0,0.995049504950495,1.0,1.0,0.9777227722772276,,0.9937106918238994,,0.9901960784313726,,1.0,0.9885057471264368,,0.9854545454545456,0.9886363636363636,,1.0,0.9957264957264956,,1.0,0.9980353634577604,0.9961538461538462,1.0,0.9959016393442623,,1.0,1.0,1.0,1.0,1.0,0.9960629921259844,,0.9912280701754386,1.0,1.0,,0.9953488372093025,1.0,0.9966442953020134,0.9844559585492229,,1.0,1.0
align-dinov2+1b-llama-things+hyp-abl10cat-7,0.995460237946149,0.0,1.0,0.9855072463768116,0.99438202247191,0.9927184466019418,0.9926739926739928,0.990521327014218,0.9934782608695653,0.9920948616600792,0.9975903614457832,1.0,1.0,0.99009900990099,1.0,1.0,0.99009900990099,,0.9937106918238994,,0.9836601307189542,,1.0,0.9808429118773946,,0.9890909090909092,0.9962121212121212,,1.0,1.0,,0.9965986394557824,0.9970530451866404,0.9961538461538462,1.0,0.9959016393442623,,1.0,0.9922178988326849,1.0,1.0,0.9965753424657534,0.9960629921259844,,1.0,0.9947916666666666,1.0,,0.9906976744186048,1.0,0.9932885906040269,0.9844559585492229,,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl90-42,0.975609756097561,0.0,1.0,0.5,1.0,1.0,1.0,1.0,,0.9285714285714286,0.9166666666666666,0.9411764705882352,,1.0,1.0,,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.972972972972973,0.875,1.0,,1.0,1.0,1.0,0.9230769230769232,0.96,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.8888888888888888,1.0,,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl10-7,0.994722349701698,0.0,0.9957446808510638,0.9861751152073732,0.9966777408637874,0.9915254237288136,0.9915966386554622,1.0,0.9919354838709676,0.9953917050691244,0.9971910112359552,1.0,0.994475138121547,1.0,0.9939024390243902,1.0,0.98005698005698,1.0,0.9921259842519684,0.9955555555555556,0.980544747081712,1.0,1.0,0.9813084112149532,0.9872448979591836,0.991304347826087,0.9863636363636364,1.0,1.0,1.0,0.995260663507109,1.0,0.9976076555023924,0.9953051643192488,1.0,0.9951456310679612,1.0,1.0,0.995575221238938,0.996268656716418,0.989010989010989,1.0,0.9948717948717948,0.9949748743718592,0.9944444444444444,0.9933333333333332,1.0,0.9947643979057592,1.0,1.0,0.9923076923076924,0.9741935483870968,0.9950980392156864,0.9882352941176472,0.9937106918238994
align-dinosiglip+1b-llama-things+hyp-abl70-42,0.9856719367588932,0.0,1.0,1.0,0.9846153846153848,0.9438202247191012,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9629629629629628,0.9772727272727272,1.0,1.0,0.9830508474576272,1.0,1.0,1.0,0.9642857142857144,0.9523809523809524,0.9548872180451128,0.9761904761904762,1.0,0.96,1.0,1.0,1.0,0.9666666666666668,0.8333333333333334,0.9818181818181818,0.96875,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0
align-dinov2+1b-llama-chat-things+hyp-abl30cat-218,0.9967315617450618,0.0,1.0,,1.0,,,,,,1.0,1.0,,0.9851485148514852,,1.0,0.995049504950495,1.0,,,0.9869281045751634,0.9963898916967509,,,,0.9927272727272728,0.9886363636363636,,,1.0,,,,0.9961538461538462,,,0.9961089494163424,,,,,,,,1.0,1.0,,1.0,,1.0,0.9966442953020134,0.9844559585492229,0.9955156950672646,,1.0
align-dinov2+1b-things+hyp-abl20cat-42,0.9963025881882682,0.0,,0.9927536231884058,0.9971910112359552,,0.9926739926739928,0.981042654028436,,0.9920948616600792,,1.0,0.9956709956709956,0.99009900990099,1.0,,,1.0,0.9874213836477987,0.9926739926739928,0.9836601307189542,1.0,1.0,,0.989106753812636,,,,1.0,0.9957264957264956,,0.9931972789115646,1.0,0.9961538461538462,,1.0,1.0,,1.0,1.0,1.0,,1.0,,0.9956140350877192,,,,1.0,1.0,0.9932885906040269,,0.9910313901345292,,1.0
align-dinosiglip+1b-llama-chat-things+hyp-abl90-42,0.9959349593495936,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.9583333333333334,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinov2+1b-llama-things+hyp-abl70-42,0.9970355731225296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772727272727272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904762,0.9924812030075189,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,1.0,1.0
align-dinosiglip+1b-things+hyp-abl30-218,0.9980506822612084,0.0,1.0,0.9929078014184396,1.0,0.995967741935484,1.0,1.0,1.0,1.0,1.0,1.0,0.9921259842519684,0.9883720930232558,1.0,1.0,1.0,1.0,1.0,1.0,0.9938271604938272,0.993006993006993,1.0,0.9848484848484848,0.9845559845559846,1.0,0.9944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.9855072463768116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9923664122137404,1.0,1.0
align-dinov2+500m-things+hyp-abl10cat-42,0.9963212273011898,0.0,1.0,0.9855072463768116,1.0,0.9975728155339806,0.9963369963369964,0.990521327014218,0.991304347826087,1.0,0.9975903614457832,1.0,1.0,0.995049504950495,1.0,1.0,0.99009900990099,,0.9937106918238994,,0.9901960784313726,,0.9918367346938776,0.9770114942528736,,1.0,0.9886363636363636,,1.0,1.0,,0.9965986394557824,0.9990176817288802,0.9923076923076924,1.0,1.0,,1.0,1.0,1.0,1.0,0.9965753424657534,0.9960629921259844,,0.9956140350877192,1.0,1.0,,0.9953488372093025,1.0,0.9966442953020134,0.9844559585492229,,0.9951219512195122,0.9948717948717948
align-dinov2+500m-things+hyp-abl30-7,0.9964668615984406,0.0,0.9934640522875816,0.9858156028368794,0.9949494949494948,1.0,0.9930555555555556,1.0,1.0,1.0,1.0,1.0,1.0,0.9883720930232558,1.0,1.0,0.995260663507109,1.0,0.9777777777777776,1.0,0.9938271604938272,0.993006993006993,1.0,0.9621212121212122,0.9845559845559846,0.9925373134328358,0.9944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.9855072463768116,1.0,1.0,1.0,1.0,0.992063492063492,1.0,1.0,1.0,0.992248062015504,1.0,1.0,1.0,1.0,0.993103448275862,1.0,1.0,1.0,1.0,0.9847328244274808,1.0,1.0
align-dinov2+1b-llama-chat-things+hyp-abl50-42,0.996617050067659,0.0,1.0,1.0,0.991150442477876,1.0,0.9848484848484848,1.0,0.9809523809523808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9834710743801652,1.0,1.0,1.0,0.989010989010989,1.0,1.0,0.9863013698630136,1.0,1.0,1.0,1.0,0.9875,0.9891304347826086,1.0,1.0,1.0,0.9886363636363636,1.0,1.0,0.9928057553956836,1.0,0.9833333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9878048780487804,1.0,0.984375,1.0,1.0
align-dinov2+1b-llama-things+hyp-abl10cat-42,0.996947401377583,0.0,1.0,0.9963768115942028,0.99438202247191,0.9927184466019418,0.9963369963369964,0.990521327014218,1.0,0.9960474308300395,1.0,0.9987357774968394,1.0,0.99009900990099,1.0,0.9979166666666668,0.99009900990099,,0.9937106918238994,,0.9836601307189542,,1.0,0.9846743295019156,,0.9927272727272728,1.0,,1.0,1.0,,1.0,1.0,0.9961538461538462,1.0,1.0,,1.0,0.9961089494163424,1.0,1.0,1.0,1.0,,0.9956140350877192,1.0,1.0,,0.9953488372093025,1.0,1.0,0.9844559585492229,,0.9951219512195122,0.9948717948717948
align-dinov2+1b-llama-things+hyp-abl40cat-218,0.996207050423918,0.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,0.9874213836477987,,0.9803921568627452,1.0,,,,,,,,,,0.9965986394557824,0.9970530451866404,,,,,,0.9961089494163424,,0.986842105263158,,,,,,,,,,,,,0.9951219512195122,
align-dinov2+500m-things+hyp-abl50-42-random,0.9918809201623816,0.0,1.0,1.0,0.991150442477876,1.0,1.0,0.9876543209876544,0.9809523809523808,0.987012987012987,0.9873417721518988,1.0,1.0,1.0,1.0,0.9912280701754386,0.9586776859504132,1.0,0.9310344827586208,1.0,1.0,1.0,1.0,0.9726027397260274,0.9950738916256158,0.9789473684210528,0.989010989010989,1.0,0.9875,0.9782608695652174,1.0,1.0,1.0,0.9886363636363636,1.0,1.0,0.9928057553956836,1.0,1.0,0.9855072463768116,0.9491525423728814,1.0,1.0,1.0,1.0,1.0,1.0,0.9743589743589745,0.9772727272727272,0.9767441860465116,1.0,1.0,0.984375,0.984126984126984,1.0
align-dinosiglip+1b-things+hyp-abl70-7,0.9975296442687748,0.0,1.0,1.0,1.0,0.9887640449438202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9629629629629628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl30-42,0.9976851851851852,0.0,1.0,0.9929078014184396,0.9949494949494948,0.995967741935484,1.0,0.9929577464788732,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,1.0,0.995260663507109,1.0,0.9777777777777776,0.9869281045751634,1.0,1.0,1.0,0.9924242424242424,0.9806949806949808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992063492063492,0.9933774834437086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910714285714286
align-dinov2+500m-things+hyp-abl50-218,0.996617050067659,0.0,1.0,1.0,1.0,1.0,1.0,0.9876543209876544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975206611570248,1.0,1.0,1.0,0.989010989010989,1.0,1.0,0.9863013698630136,0.9852216748768472,1.0,0.989010989010989,1.0,1.0,0.9891304347826086,1.0,1.0,1.0,0.9886363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9824561403508772,1.0,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl40cat-218,0.995314591700134,0.0,,1.0,0.9971910112359552,,,,0.9978260869565218,,0.9951807228915662,,1.0,,,,,,0.9937106918238994,,0.9803921568627452,0.9927797833935018,,,,,,,,,,0.9897959183673468,0.9980353634577604,,,,,,0.9961089494163424,,0.9912280701754386,,,,,,,,,,,,,1.0,
align-siglip+1b-llama-chat-things+hyp-abl50-7,0.9995489400090212,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917355371900828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl30-42,0.9980506822612084,0.0,0.9869281045751634,0.9858156028368794,0.9949494949494948,1.0,0.9930555555555556,1.0,1.0,1.0,1.0,0.9973821989528796,1.0,1.0,1.0,1.0,0.995260663507109,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,0.996138996138996,1.0,1.0,1.0,1.0,1.0,0.978494623655914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986842105263158,1.0,1.0,1.0,1.0,0.9882352941176472,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl30cat-7,0.9972999857893988,0.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,1.0,0.9925742574257426,1.0,,,0.9869281045751634,0.9963898916967509,,,,1.0,0.9962121212121212,,,1.0,,,,0.9961538461538462,,,1.0,,,,,,,,0.9956140350877192,1.0,,0.99581589958159,,0.9954128440366972,0.9966442953020134,0.9844559585492229,0.9910313901345292,,1.0
align-dinosiglip+1b-llama-chat-things+hyp-abl30-7,0.9979288499025342,0.0,1.0,0.9929078014184396,1.0,0.995967741935484,1.0,1.0,0.9906542056074766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995260663507109,1.0,1.0,0.9934640522875816,0.9938271604938272,0.993006993006993,1.0,0.9848484848484848,0.9922779922779924,1.0,1.0,1.0,1.0,1.0,0.989247311827957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926470588235294,1.0,1.0,1.0,1.0,1.0,0.9941176470588236,0.9905660377358492,1.0,1.0,0.9910714285714286
align-siglip+1b-llama-things+hyp-abl10-42,0.9987761970322778,0.0,1.0,1.0,1.0,0.9971751412429378,1.0,1.0,1.0,0.9953917050691244,1.0,1.0,1.0,0.9940828402366864,1.0,1.0,1.0,1.0,1.0,1.0,0.9922178988326849,1.0,1.0,1.0,0.9974489795918368,1.0,0.9954545454545456,1.0,1.0,1.0,0.990521327014218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9897435897435898,1.0,1.0,1.0,1.0,0.9947643979057592,1.0,0.994475138121547,1.0,0.9806451612903224,1.0,1.0,1.0
align-dinosiglip+1b-things+hyp-abl70-218,0.9950592885375494,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9629629629629628,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.9629629629629628,0.9772727272727272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.9636363636363636,1.0,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,0.967741935483871,1.0,1.0
align-dinosiglip+1b-things+hyp-abl90-42,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
align-dinosiglip+500m-things+hyp-abl10-42,0.9980113201774514,0.0,1.0,0.9907834101382488,0.9966777408637874,0.9915254237288136,1.0,1.0,0.9973118279569892,1.0,1.0,1.0,1.0,0.9881656804733728,1.0,1.0,0.9971509971509972,1.0,0.984251968503937,1.0,0.9922178988326849,0.99581589958159,0.9953271028037384,0.9953271028037384,0.9948979591836736,1.0,0.9954545454545456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948717948717948,1.0,1.0,1.0,1.0,0.9947643979057592,1.0,1.0,1.0,0.9870967741935484,1.0,1.0,0.9874213836477987
align-dinosiglip+1b-things+hyp-abl70-42,0.9970355731225296,0.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891304347826086,0.975609756097561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl10-218,0.9951812758145938,0.0,0.9914893617021276,0.9907834101382488,1.0,0.9971751412429378,0.9957983193277312,1.0,0.9919354838709676,0.9953917050691244,0.99438202247191,0.9984825493171472,0.9834254143646408,0.9940828402366864,0.9878048780487804,0.9973753280839897,0.9971509971509972,0.9930555555555556,0.984251968503937,0.9955555555555556,0.9766536964980544,0.99581589958159,1.0,0.9906542056074766,0.9846938775510204,1.0,0.9636363636363636,1.0,1.0,1.0,1.0,1.0,0.998803827751196,0.9906103286384976,1.0,1.0,1.0,1.0,0.991150442477876,1.0,0.9945054945054944,1.0,0.9897435897435898,0.9949748743718592,1.0,1.0,1.0,0.9947643979057592,1.0,1.0,0.9961538461538462,0.9870967741935484,0.9950980392156864,1.0,0.9937106918238994
align-dinov2+1b-things+hyp-abl30-42,0.9971978557504874,0.0,1.0,1.0,1.0,1.0,1.0,0.9929577464788732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.985781990521327,1.0,0.9888888888888888,0.9934640522875816,0.9938271604938272,1.0,1.0,0.9924242424242424,0.9884169884169884,0.9925373134328358,1.0,1.0,1.0,1.0,1.0,0.9883040935672516,0.9982046678635548,1.0,1.0,1.0,1.0,1.0,0.984126984126984,1.0,1.0,0.994186046511628,1.0,1.0,1.0,1.0,1.0,0.993103448275862,1.0,1.0,0.9941176470588236,0.9905660377358492,0.9847328244274808,1.0,1.0
align-dinov2+1b-llama-chat-things+hyp-abl40cat-42,0.995760821062026,0.0,,0.9855072463768116,0.99438202247191,,,,0.9956521739130436,,1.0,,1.0,,,,,,0.9874213836477987,,0.9836601307189542,1.0,,,,,,,,,,1.0,0.9970530451866404,,,,,,1.0,,0.9956140350877192,,,,,,,,,,,,,1.0,
align-siglip+500m-things+hyp-abl50-218,0.998872350022553,0.0,1.0,1.0,1.0,1.0,0.9848484848484848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9950738916256158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846153846153848,1.0,1.0,1.0,1.0,1.0,0.9912280701754386,1.0,1.0,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+1b-llama-chat-things+hyp-abl10-218,0.9984702462903472,0.0,1.0,0.9953917050691244,0.9966777408637874,1.0,1.0,0.9894736842105264,1.0,1.0,1.0,1.0,1.0,0.9940828402366864,1.0,1.0,1.0,1.0,0.9921259842519684,1.0,0.9961089494163424,1.0,1.0,0.9953271028037384,0.9923469387755102,0.9869565217391304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948717948717948,0.9949748743718592,1.0,1.0,1.0,0.9947643979057592,1.0,0.994475138121547,0.9961538461538462,0.9935483870967742,1.0,1.0,1.0
align-dinosiglip+1b-llama-chat-things+hyp-abl50-218,0.995489400090212,0.0,1.0,1.0,0.991150442477876,0.9855072463768116,0.9848484848484848,1.0,0.9809523809523808,1.0,1.0,0.9949494949494948,1.0,1.0,1.0,1.0,0.9834710743801652,1.0,1.0,1.0,1.0,0.986842105263158,1.0,0.9863013698630136,0.9901477832512317,0.9894736842105264,0.989010989010989,1.0,1.0,1.0,0.9701492537313432,1.0,1.0,0.9886363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9878048780487804,1.0,0.984375,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl10-42,0.9973229310081076,0.0,1.0,0.9815668202764976,1.0,0.9971751412429378,1.0,0.9947368421052633,0.9973118279569892,1.0,0.99438202247191,1.0,0.994475138121547,1.0,1.0,1.0,0.9914529914529916,1.0,0.9921259842519684,0.9955555555555556,0.9883268482490272,0.99581589958159,1.0,0.9953271028037384,0.9948979591836736,1.0,0.990909090909091,1.0,1.0,1.0,0.990521327014218,0.9959514170040484,1.0,1.0,1.0,1.0,1.0,0.9936305732484076,1.0,1.0,0.989010989010989,1.0,0.9948717948717948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961538461538462,0.9870967741935484,1.0,1.0,0.9937106918238994
