run_name,overall,total_illegal_ratio,body part,animal,clothing accessory,electronic device,home appliance,game,furniture,piece of women's clothing,car part,footwear,watercraft,vegetable,outerwear,food,weapon,piece of jewelry,farm animal,plant,garden tool,fruit,source of light,dessert,item of clothing,drink,bird,container,arts and crafts item,kitchen appliance,headwear,school supply,kitchen tool,candy,safety equipment,tool,vehicle,fastener,mammal,hardware item,musical,sports equipment,seafood,insect,office supply item,protective clothing item,medical equipment,home decor item,construction equipment,toy,condiment,personal hygiene item,breakfast food,scientific equipment,sea animal
align-dinov2+1b-llama-things+hyp-abl90-shuffled-42,0.9959349593495936,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.9444444444444444,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinov2+500m-things+hyp-abl40cat-shuffled-218,0.98719646799117,0.0,1.0,,0.978494623655914,0.989010989010989,,,0.9895104895104896,,,,,,0.9955156950672646,0.991236611489776,0.9936102236421726,,,,,0.9877049180327868,,,,,,,0.9722222222222222,,,,0.987603305785124,,,0.985200845665962,0.9784172661870504,0.985981308411215,,,,,,,,,,,,,,,,,
align-dinov2+500m-things+hyp-abl30-shuffled-218,0.9898433675966716,0.0,0.978494623655914,0.997229916897507,1.0,1.0,0.9931972789115646,1.0,0.9932432432432432,0.9708029197080292,1.0,0.991304347826087,0.9932885906040269,0.9923076923076924,1.0,0.9873417721518988,0.9883040935672516,0.9642857142857144,0.9882352941176472,0.9873417721518988,0.9876543209876544,0.983739837398374,1.0,0.99375,0.9922779922779924,0.986013986013986,0.9787234042553192,0.996138996138996,0.971264367816092,0.9917355371900828,0.9823008849557522,0.9758064516129032,1.0,1.0,0.9923664122137404,0.9859154929577464,0.9959349593495936,0.9831932773109244,1.0,1.0,0.9793103448275862,0.9878542510121456,0.9879518072289156,1.0,0.9550561797752808,1.0,0.9821428571428572,0.975,1.0,0.9477611940298508,0.9902912621359224,1.0,1.0,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl30cat-shuffled-42,0.982792946530148,0.0,,0.9932885906040269,,0.9862637362637364,,,0.965034965034965,,0.9742489270386266,0.9863636363636364,0.9661016949152542,,,,0.9904153354632588,0.99009900990099,,0.9931506849315068,0.9895287958115184,,0.9957446808510638,,0.982421875,0.9888475836431226,,,,,0.9948717948717948,,,,,,0.9640287769784172,,0.9803921568627452,0.980629539951574,0.9661654135338346,,0.964824120603015,,,1.0,0.9724409448818898,,,0.989010989010989,,0.9880478087649402,,,
align-dinosiglip+1b-llama-things+hyp-abl10cat-shuffled-218,0.9911344735603328,0.0,0.99375,0.995973154362416,0.992831541218638,0.9862637362637364,0.9891304347826086,0.9906976744186048,,0.9767441860465116,,0.9727272727272728,0.9957627118644068,0.9832775919732442,1.0,0.9980525803310614,0.9936102236421726,0.9851485148514852,0.9954128440366972,1.0,,0.9959016393442623,1.0,,,0.9888475836431226,0.9853479853479854,,0.9895833333333334,0.9908256880733946,0.9948717948717948,0.9956331877729258,0.9958677685950412,0.9960474308300395,1.0,0.9873150105708244,0.9928057553956836,0.9766355140186916,0.9956427015250544,0.9854721549636803,0.981203007518797,0.9877149877149876,0.9899497487437184,1.0,0.995,0.9855072463768116,0.9881889763779528,0.9792387543252596,0.981203007518797,0.9926739926739928,1.0,,,,
align-dinov2+1b-llama-things+hyp-abl10-shuffled-218,0.98872872258856,0.0,1.0,0.9935379644588044,0.9864864864864864,0.9904458598726116,0.979253112033195,1.0,0.9959349593495936,0.9773755656108596,0.9906976744186048,0.988826815642458,1.0,0.9956331877729258,1.0,0.9905100830367736,0.9961685823754788,0.994186046511628,0.9934640522875816,1.0,1.0,0.9858490566037736,0.9852941176470588,0.981981981981982,0.986046511627907,0.9906976744186048,0.9919028340080972,0.9745547073791349,0.98744769874477,0.9891891891891892,1.0,0.9754901960784312,0.9844559585492229,0.9953271028037384,0.9948453608247424,0.9894459102902374,0.9889196675900276,0.953216374269006,0.9893048128342246,0.9972067039106144,0.9829787234042552,0.9826589595375722,0.9675324675324676,0.9939024390243902,0.9827586206896552,0.9814814814814816,0.9904761904761904,0.992156862745098,0.995475113122172,0.981981981981982,1.0,0.970873786407767,0.9887005649717514,0.990950226244344,0.9850746268656716
align-dinosiglip+1b-llama-chat-things+hyp-abl20cat-shuffled-42,0.9953898576869112,0.0,1.0,0.9946308724832216,1.0,0.9972527472527472,0.9927536231884058,0.9953488372093025,0.993006993006993,1.0,1.0,0.990909090909091,1.0,0.9866220735785952,0.9955156950672646,0.997078870496592,1.0,0.995049504950495,1.0,1.0,1.0,0.9959016393442623,0.9957446808510638,0.9927536231884058,0.99609375,1.0,0.989010989010989,0.9934497816593888,0.9930555555555556,0.9954128440366972,0.9846153846153848,0.9912663755458516,0.9917355371900828,0.9881422924901184,1.0,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-llama-things+hyp-abl30-shuffled-7,0.989965736661772,0.0,1.0,1.0,0.9928571428571428,0.9899497487437184,1.0,0.986206896551724,0.9932432432432432,0.9927007299270072,1.0,0.9739130434782608,0.9731543624161074,0.9846153846153848,1.0,0.9819168173598554,0.9941520467836256,0.988095238095238,1.0,1.0,0.9753086419753086,0.991869918699187,1.0,0.9875,0.9884169884169884,1.0,0.9716312056737588,0.9845559845559846,0.9827586206896552,1.0,0.991150442477876,0.967741935483871,1.0,1.0,1.0,1.0,0.991869918699187,0.9831932773109244,0.99009900990099,0.9952153110047848,0.986206896551724,0.9838056680161944,0.9879518072289156,1.0,0.9662921348314608,1.0,0.9702380952380952,0.99375,0.9846153846153848,0.9925373134328358,0.9902912621359224,0.9932432432432432,1.0,0.9809523809523808,1.0
align-dinov2+1b-llama-things+hyp-abl70-local-shuffled-42,0.9970267591674926,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9923076923076924,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848484848484848,1.0,0.9893617021276596,1.0,1.0,1.0,1.0,1.0,0.9629629629629628,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-llama-chat-things+hyp-abl70-shuffled-218,0.992588932806324,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,1.0,0.9923076923076924,1.0,1.0,1.0,0.9230769230769232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9387755102040816,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9423076923076924,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl50-local-shuffled-218,0.9929172200088536,0.0,1.0,1.0,1.0,0.9914529914529916,1.0,0.9743589743589745,1.0,1.0,0.9672131147540984,1.0,1.0,0.9733333333333334,1.0,0.99009900990099,0.989247311827957,0.9861111111111112,1.0,0.9651162790697676,0.9807692307692308,0.9850746268656716,0.9888888888888888,1.0,0.9929577464788732,1.0,1.0,1.0,0.9866666666666668,1.0,1.0,1.0,0.9833333333333332,0.9864864864864864,1.0,0.9906542056074766,1.0,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,1.0,0.9759036144578314,1.0,1.0,0.9896907216494846,0.984126984126984,0.9863013698630136,1.0,0.9859154929577464,1.0
align-dinov2+1b-llama-things+hyp-abl20cat-shuffled-218,0.991180597314091,0.0,0.9875,0.9932885906040269,0.992831541218638,0.9945054945054944,0.9927536231884058,0.986046511627907,0.9895104895104896,0.9767441860465116,0.9914163090128756,0.990909090909091,0.9872881355932204,0.9899665551839464,1.0,0.9931840311587148,0.9936102236421726,0.995049504950495,0.9954128440366972,0.9965753424657534,0.9842931937172776,0.9918032786885246,0.9957446808510638,0.9855072463768116,0.990234375,1.0,0.9926739926739928,0.9868995633187772,0.9826388888888888,0.9908256880733946,0.9897435897435898,0.982532751091703,0.9958677685950412,0.9920948616600792,0.9919678714859438,,,,,,,,,,,,,,,,,,,,
align-dinosiglip+1b-llama-things+hyp-abl20cat-shuffled-7,0.9950891962317098,0.0,1.0,0.9973154362416108,0.985663082437276,0.9972527472527472,0.9963768115942028,0.9953488372093025,0.993006993006993,0.992248062015504,0.9914163090128756,1.0,0.9915254237288136,1.0,1.0,0.9980525803310614,0.9968051118210862,0.9801980198019802,1.0,0.9965753424657534,0.9947643979057592,1.0,1.0,0.9855072463768116,0.994140625,1.0,0.9853479853479854,0.9912663755458516,0.9930555555555556,0.9908256880733946,1.0,0.9912663755458516,0.9917355371900828,1.0,1.0,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-things+hyp-abl90-shuffled-7,0.9979674796747968,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinov2+1b-llama-things+hyp-abl40cat-shuffled-7,0.986092715231788,0.0,1.0,,0.992831541218638,0.9835164835164836,,,0.9685314685314684,,,,,,1.0,0.9834469328140214,1.0,,,,,0.9918032786885246,,,,,,,0.9756944444444444,,,,0.9958677685950412,,,0.985200845665962,0.9784172661870504,0.985981308411215,,,,,,,,,,,,,,,,,
align-dinov2+500m-things+hyp-abl50-local-shuffled-42,0.9962372731297034,0.0,1.0,1.0,0.9852941176470588,1.0,1.0,0.9743589743589745,0.9879518072289156,0.9863013698630136,1.0,1.0,1.0,1.0,1.0,0.9966996699669968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986842105263158,1.0,0.9882352941176472,1.0,0.9801980198019802,1.0,0.951219512195122,1.0,0.9857142857142858,1.0,1.0,1.0,0.9906542056074766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9859154929577464,1.0
align-dinov2+1b-llama-things+hyp-abl10cat-shuffled-218,0.9884669700298132,0.0,1.0,0.9906040268456376,0.989247311827957,0.9917582417582418,0.9891304347826086,0.9953488372093025,,0.9728682170542636,,0.9863636363636364,0.9788135593220338,0.9899665551839464,0.9910313901345292,0.9922103213242454,0.9936102236421726,0.9752475247524752,0.9770642201834864,0.9931506849315068,,0.9836065573770492,0.9914893617021276,,,0.9888475836431226,0.9743589743589745,,0.9861111111111112,0.9908256880733946,1.0,0.9737991266375546,0.9834710743801652,0.9960474308300395,0.9919678714859438,0.9809725158562368,0.988009592326139,0.9813084112149532,0.9956427015250544,0.9903147699757868,0.9924812030075189,0.9926289926289926,0.9748743718592964,0.9946524064171124,0.98,0.9903381642512076,0.984251968503937,0.9930795847750864,0.9962406015037594,0.9816849816849816,1.0,,,,
align-dinov2+1b-llama-chat-things+hyp-abl90-local-shuffled-7,0.9190283400809716,0.0,1.0,0.9444444444444444,1.0,1.0,1.0,0.625,1.0,1.0,1.0,0.9166666666666666,,1.0,,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,0.8333333333333334,1.0,0.5,1.0,0.9,1.0,0.9411764705882352,0.8461538461538461,0.875,1.0,0.6,0.5714285714285714,0.75,1.0,,1.0,1.0,,0.9375,1.0,1.0,,,1.0,,1.0,0.5,1.0,1.0,1.0,0.5,,0.6666666666666666,1.0
align-dinov2+1b-things+hyp-abl70-shuffled-218,0.990612648221344,0.0,1.0,0.9848484848484848,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743589743589745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,0.979591836734694,1.0,1.0,1.0,1.0,1.0,1.0,0.925925925925926,0.9655172413793104,1.0,1.0,0.9859154929577464,1.0,0.9574468085106383,1.0,1.0,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,1.0,0.9787234042553192,0.9642857142857144,1.0,1.0
align-dinosiglip+1b-things+hyp-abl40cat-shuffled-7,0.9304635761589404,0.0,0.9625,,0.953405017921147,0.9423076923076924,,,0.8636363636363636,,,,,,0.8923766816143498,0.9776046738072056,0.8498402555910544,,,,,0.9057377049180328,,,,,,,0.9652777777777778,,,,0.9214876033057852,,,0.9746300211416492,0.8992805755395683,0.8317757009345794,,,,,,,,,,,,,,,,,
align-dinov2+1b-llama-chat-things+hyp-abl30-shuffled-7,0.9919236417033774,0.0,0.978494623655914,0.9916897506925209,1.0,0.9949748743718592,1.0,0.993103448275862,1.0,0.9708029197080292,0.9924242424242424,0.982608695652174,0.9798657718120806,0.9846153846153848,0.9830508474576272,0.992766726943942,0.9824561403508772,1.0,1.0,1.0,0.9876543209876544,0.991869918699187,1.0,1.0,0.996138996138996,1.0,0.9858156028368794,0.9922779922779924,0.971264367816092,1.0,1.0,0.9838709677419356,0.9904761904761904,1.0,0.9847328244274808,0.9953051643192488,0.991869918699187,0.9915966386554622,0.995049504950495,0.9952153110047848,0.9793103448275862,0.9878542510121456,1.0,0.99,0.9887640449438202,1.0,0.988095238095238,1.0,1.0,0.9850746268656716,0.9902912621359224,0.9932432432432432,0.9913793103448276,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl20cat-shuffled-218,0.9922830226498296,0.0,1.0,0.9986577181208054,0.985663082437276,1.0,0.9963768115942028,0.986046511627907,0.986013986013986,0.9806201550387597,0.9914163090128756,0.9954545454545456,0.9788135593220338,0.9866220735785952,0.9910313901345292,0.9922103213242454,0.9904153354632588,0.99009900990099,0.9954128440366972,1.0,0.9947643979057592,0.9918032786885246,1.0,0.9891304347826086,0.9921875,1.0,0.9963369963369964,0.9890829694323144,0.9826388888888888,0.9954128440366972,0.9897435897435898,0.9868995633187772,0.987603305785124,0.9960474308300395,1.0,,,,,,,,,,,,,,,,,,,,
align-dinosiglip+1b-llama-chat-things+hyp-abl30cat-shuffled-7,0.9926052332195676,0.0,,0.9946308724832216,,1.0,,,0.986013986013986,,0.9957081545064378,0.990909090909091,0.9872881355932204,,,,0.987220447284345,0.99009900990099,,1.0,1.0,,0.9957446808510638,,0.994140625,0.9925650557620818,,,,,1.0,,,,,,0.9832134292565948,,0.9934640522875816,0.9878934624697336,0.9924812030075189,,0.9748743718592964,,,1.0,0.9921259842519684,,,1.0,,0.9920318725099602,,,
align-dinov2+1b-llama-chat-things+hyp-abl70-local-shuffled-42,0.9975222993062438,0.0,1.0,1.0,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894736842105264,1.0,1.0,1.0,1.0,1.0,1.0,0.9696969696969696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814814814814816,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl40cat-shuffled-7,0.9867549668874172,0.0,1.0,,0.978494623655914,0.9862637362637364,,,0.9825174825174824,,,,,,0.9910313901345292,0.988315481986368,0.9840255591054312,,,,,0.9959016393442623,,,,,,,0.9861111111111112,,,,1.0,,,0.9809725158562368,0.9784172661870504,0.9906542056074766,,,,,,,,,,,,,,,,,
align-dinov2+1b-things+hyp-abl50-local-shuffled-42,0.9969012837538734,0.0,1.0,1.0,1.0,1.0,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966996699669968,0.978494623655914,1.0,1.0,1.0,1.0,1.0,0.9888888888888888,1.0,1.0,1.0,1.0,0.99009900990099,1.0,1.0,1.0,1.0,1.0,0.9864864864864864,1.0,0.9906542056074766,1.0,1.0,1.0,0.9767441860465116,1.0,1.0,1.0,1.0,1.0,1.0,0.9879518072289156,1.0,0.9866666666666668,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl30cat-shuffled-42,0.9886234357224118,0.0,,0.9906040268456376,,0.9972527472527472,,,0.9895104895104896,,0.9957081545064378,0.990909090909091,0.9872881355932204,,,,0.9904153354632588,0.9851485148514852,,0.9897260273972602,0.9842931937172776,,0.9914893617021276,,0.984375,0.9925650557620818,,,,,1.0,,,,,,0.9856115107913668,,0.9934640522875816,0.9903147699757868,0.9849624060150376,,0.9748743718592964,,,0.9806763285024156,0.9803149606299212,,,0.989010989010989,,0.9800796812749004,,,
align-dinov2+1b-llama-things+hyp-abl10-local-shuffled-7,0.99587786259542,0.0,0.9923076923076924,1.0,0.9954337899543378,0.9870550161812298,0.9956896551724138,0.984375,0.9958333333333332,0.9953703703703703,0.9807692307692308,1.0,1.0,1.0,0.9948186528497408,0.997624703087886,0.9961977186311788,0.994186046511628,1.0,1.0,0.9928057553956836,0.995575221238938,1.0,1.0,1.0,0.9952830188679244,1.0,0.9974619289340102,1.0,1.0,1.0,1.0,1.0,1.0,0.9842931937172776,0.9973045822102424,1.0,0.9883720930232558,1.0,0.9831932773109244,1.0,0.991549295774648,1.0,1.0,0.9941176470588236,1.0,0.9863636363636364,0.9961089494163424,1.0,0.9736842105263158,1.0,1.0,1.0,0.9855769230769232,1.0
align-dinov2+500m-things+hyp-abl30-local-shuffled-7,0.9969482421875,0.0,1.0,1.0,0.9927536231884058,1.0,0.9928057553956836,0.9929078014184396,0.993006993006993,1.0,0.9772727272727272,1.0,1.0,1.0,1.0,1.0,0.9938650306748468,1.0,0.9886363636363636,1.0,1.0,1.0,1.0,0.9935064935064936,1.0,0.9929078014184396,1.0,0.9846153846153848,1.0,1.0,1.0,0.9836065573770492,0.99,1.0,1.0,0.9952153110047848,1.0,0.991150442477876,1.0,1.0,1.0,0.9958677685950412,1.0,1.0,1.0,0.9916666666666668,0.9883720930232558,1.0,1.0,1.0,0.9905660377358492,1.0,1.0,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl30cat-shuffled-218,0.9913253697383392,0.0,,0.9906040268456376,,1.0,,,0.9825174825174824,,0.9957081545064378,0.9954545454545456,0.9830508474576272,,,,0.9904153354632588,0.9851485148514852,,1.0,0.9895287958115184,,0.9914893617021276,,0.990234375,0.9888475836431226,,,,,0.9948717948717948,,,,,,0.9976019184652278,,1.0,0.9903147699757868,0.9887218045112782,,0.984924623115578,,,0.9903381642512076,0.9763779527559056,,,0.9853479853479854,,0.99601593625498,,,
align-dinov2+500m-things+hyp-abl30-local-shuffled-218,0.9962158203125,0.0,0.989247311827957,1.0,0.9927536231884058,1.0,0.9928057553956836,0.9929078014184396,1.0,0.9924242424242424,0.9924242424242424,0.9913793103448276,1.0,0.991869918699187,0.9917355371900828,1.0,0.9938650306748468,1.0,1.0,1.0,0.9875,1.0,1.0,0.9935064935064936,1.0,1.0,1.0,0.9923076923076924,0.9937888198757764,1.0,0.9914529914529916,0.9918032786885246,0.99,1.0,0.992063492063492,0.985645933014354,1.0,1.0,1.0,0.9903846153846154,1.0,1.0,1.0,1.0,1.0,1.0,0.994186046511628,0.994186046511628,1.0,1.0,1.0,0.9933774834437086,0.9763779527559056,0.99009900990099,1.0
align-dinov2+1b-llama-things+hyp-abl10-shuffled-7,0.9899555282932064,0.0,1.0,0.9951534733441034,0.990990990990991,0.9936305732484076,0.991701244813278,1.0,0.9796747967479674,0.986425339366516,1.0,0.988826815642458,0.9894179894179894,0.9912663755458516,0.9885714285714284,0.9976275207591934,0.9961685823754788,0.9883720930232558,0.9803921568627452,0.9921259842519684,0.9923664122137404,0.9905660377358492,0.9852941176470588,0.9864864864864864,0.986046511627907,0.9906976744186048,0.9919028340080972,0.9821882951653944,0.9790794979079498,0.9945945945945946,0.9936708860759492,0.9852941176470588,0.9792746113989638,0.9953271028037384,0.9845360824742267,0.9894459102902374,0.9889196675900276,0.9766081871345028,0.9919786096256684,0.994413407821229,0.9872340425531916,0.9942196531791908,0.9935064935064936,0.9939024390243902,0.9827586206896552,0.9938271604938272,0.9809523809523808,0.976470588235294,0.995475113122172,0.9864864864864864,1.0,0.9854368932038836,0.9943502824858758,0.9819004524886876,0.9900497512437813
align-dinosiglip+1b-things+hyp-abl30cat-shuffled-7,0.9897610921501706,0.0,,0.9865771812080536,,0.9972527472527472,,,0.9790209790209792,,0.9957081545064378,0.990909090909091,0.9915254237288136,,,,0.987220447284345,0.995049504950495,,1.0,0.9842931937172776,,0.9914893617021276,,0.986328125,0.9962825278810408,,,,,1.0,,,,,,0.9976019184652278,,0.989106753812636,0.9685230024213076,0.9887218045112782,,0.9899497487437184,,,0.9951690821256038,0.9960629921259844,,,0.9963369963369964,,0.9800796812749004,,,
align-dinov2+1b-things+hyp-abl90-local-shuffled-42,0.9959514170040484,0.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinov2+1b-things+hyp-abl90-local-shuffled-7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinov2+1b-things+hyp-abl40cat-shuffled-218,0.9613686534216336,0.0,0.98125,,0.942652329749104,0.978021978021978,,,0.972027972027972,,,,,,0.9461883408071748,0.9785783836416748,0.9456869009584664,,,,,0.9672131147540984,,,,,,,0.9270833333333334,,,,0.9586776859504132,,,0.970401691331924,0.9568345323741008,0.9158878504672896,,,,,,,,,,,,,,,,,
align-dinov2+500m-things+hyp-abl90-shuffled-7,0.9939024390243902,0.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,,1.0,1.0,,1.0,0.9444444444444444,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinosiglip+1b-llama-things+hyp-abl20cat-shuffled-42,0.9923832431348968,0.0,1.0,0.9919463087248322,0.989247311827957,1.0,0.9891304347826086,0.9953488372093025,0.9895104895104896,0.9844961240310076,0.9914163090128756,0.990909090909091,0.9915254237288136,0.9933110367892976,0.9910313901345292,0.997078870496592,0.9936102236421726,0.995049504950495,0.9954128440366972,1.0,0.9947643979057592,0.9959016393442623,0.9872340425531916,0.9927536231884058,0.994140625,0.9962825278810408,0.9926739926739928,0.9847161572052402,0.9861111111111112,0.9954128440366972,0.9743589743589745,0.9912663755458516,0.987603305785124,0.9881422924901184,0.9959839357429718,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-llama-chat-things+hyp-abl10-local-shuffled-218,0.9961068702290076,0.0,0.9923076923076924,1.0,0.9863013698630136,0.9902912621359224,0.9870689655172412,1.0,0.9958333333333332,1.0,0.9951923076923076,1.0,1.0,1.0,0.9896373056994818,0.994061757719715,0.9923954372623576,0.994186046511628,1.0,1.0,1.0,0.995575221238938,1.0,1.0,1.0,1.0,1.0,0.9974619289340102,1.0,1.0,1.0,1.0,0.9945945945945946,0.986046511627907,0.9947643979057592,0.9973045822102424,0.9971910112359552,1.0,0.9974093264248703,0.988795518207283,1.0,0.9943661971830986,1.0,1.0,1.0,0.9942528735632185,0.9863636363636364,0.9922178988326849,1.0,0.9912280701754386,1.0,0.9896907216494846,1.0,0.9855769230769232,1.0
align-dinosiglip+1b-llama-chat-things+hyp-abl30cat-shuffled-42,0.9931740614334472,0.0,,0.9973154362416108,,0.9945054945054944,,,0.9895104895104896,,0.9957081545064378,0.9954545454545456,0.9915254237288136,,,,0.9936102236421726,0.99009900990099,,0.9965753424657534,0.9947643979057592,,0.9957446808510638,,0.984375,0.9925650557620818,,,,,0.9948717948717948,,,,,,1.0,,0.9978213507625272,0.9975786924939468,0.981203007518797,,0.9899497487437184,,,0.9855072463768116,0.9881889763779528,,,1.0,,0.9840637450199204,,,
align-dinov2+500m-things+hyp-abl90-local-shuffled-42,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinov2+500m-things+hyp-abl30cat-shuffled-7,0.9869169510807736,0.0,,0.9892617449664428,,0.989010989010989,,,0.965034965034965,,0.9957081545064378,0.9954545454545456,0.9745762711864406,,,,0.9840255591054312,0.9801980198019802,,0.9931506849315068,1.0,,0.9914893617021276,,0.98828125,0.9925650557620818,,,,,1.0,,,,,,0.9808153477218226,,0.9934640522875816,0.9903147699757868,0.981203007518797,,0.9899497487437184,,,0.9951690821256038,0.9606299212598424,,,0.9926739926739928,,0.9760956175298804,,,
align-dinov2+500m-things+hyp-abl90-shuffled-218,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
align-dinosiglip+1b-things+hyp-abl40cat-shuffled-42,0.9818984547461368,0.0,0.9875,,0.985663082437276,0.9807692307692308,,,0.986013986013986,,,,,,0.968609865470852,0.9922103213242454,0.9808306709265175,,,,,0.9959016393442623,,,,,,,0.9756944444444444,,,,0.975206611570248,,,0.9830866807610994,0.973621103117506,0.9485981308411215,,,,,,,,,,,,,,,,,
align-dinosiglip+500m-things+hyp-abl20cat-shuffled-42,0.9915814792543596,0.0,0.99375,0.9932885906040269,0.989247311827957,0.9945054945054944,1.0,1.0,0.9895104895104896,0.9883720930232558,0.9871244635193132,0.9954545454545456,0.9830508474576272,0.9866220735785952,0.9910313901345292,0.994157740993184,0.9904153354632588,0.9702970297029704,0.9862385321100916,0.9897260273972602,0.9947643979057592,0.9959016393442623,0.9787234042553192,0.9927536231884058,0.994140625,1.0,0.989010989010989,0.9847161572052402,0.9826388888888888,0.9908256880733946,1.0,0.9956331877729258,0.9917355371900828,1.0,1.0,,,,,,,,,,,,,,,,,,,,
align-dinosiglip+1b-llama-chat-things+hyp-abl40cat-shuffled-7,0.9913907284768212,0.0,0.99375,,0.996415770609319,0.9945054945054944,,,0.9825174825174824,,,,,,0.9955156950672646,0.9951314508276532,0.9904153354632588,,,,,0.9959016393442623,,,,,,,0.96875,,,,0.987603305785124,,,0.9957716701902748,0.9928057553956836,0.985981308411215,,,,,,,,,,,,,,,,,
