overall,total_illegal_ratio,mammal,body part,animal,hardware item,furniture,musical,car part,footwear,vehicle,piece of women's clothing,watercraft,sports equipment,vegetable,home appliance,food,seafood,weapon,clothing accessory,insect,plant,tool,fruit,source of light,office supply item,protective clothing item,dessert,item of clothing,drink,outerwear,game,medical equipment,bird,container,arts and crafts item,piece of jewelry,home decor item,kitchen appliance,headwear,garden tool,kitchen tool,breakfast food,sea animal,toy,electronic device,fastener,school supply,candy,scientific equipment,personal hygiene item,safety equipment,farm animal,construction equipment,condiment
0.8681221157259496,0.0,0.9344262295081968,0.6615384615384615,0.9578414839797639,0.8268551236749117,0.7014925373134329,0.926829268292683,0.7672955974842768,0.7714285714285715,0.867704280155642,0.8465909090909091,0.9181286549707602,0.8503649635036497,0.9383886255924171,0.927536231884058,0.9266304347826086,0.5786163522012578,0.8558139534883721,0.9068627450980392,0.9246575342465754,0.8148148148148148,0.9154929577464789,0.934010152284264,0.8028169014084507,0.9219858156028369,0.8648648648648649,0.9646464646464646,0.9626666666666667,0.9186046511627907,0.815028901734104,0.7538461538461538,0.7398843930635838,0.96,0.90234375,0.6713615023474179,0.7938931297709924,0.7247191011235955,0.9649122807017544,0.8876404494382022,0.8581081081081081,0.8757396449704142,0.8579234972677595,0.9423076923076923,0.8055555555555556,0.9465020576131687,0.8873239436619719,0.8361581920903954,0.9441340782122905,0.7134502923976608,0.906832298136646,0.8472906403940886,0.8044692737430168,0.7553191489361702,0.8695652173913043
