run_name,bird,clothing accessory,container,dessert,furniture,medical equipment,school supply,vegetable,vehicle,weapon
test_hyp_cat_sampled,0.3489208633093525,0.3452914798206278,0.3478260869565217,0.3574468085106383,0.3450980392156862,0.3394495412844037,0.3529411764705882,0.3579335793357933,0.3521739130434783,0.3333333333333333
test_hyp_cat_shuffled,0.3390557939914163,0.3587786259541984,0.3536585365853658,0.3390557939914163,0.358974358974359,0.3347826086956522,0.3451957295373665,0.3360995850622407,0.3415637860082304,0.3484162895927601
