run_name,bird,clothing accessory,container,dessert,furniture,medical equipment,school supply,vegetable,vehicle,weapon
align-dinov2+500m-things-cat-sampled-218,0.7252222945131208,0.502998865294213,0.6358764186633039,0.7748245614035087,0.6420486594216523,0.3386295928500496,0.6154135338345865,0.6339764978964166,0.6899421965317919,0.3743793445878848
align-dinov2+500m-things-cat-sampled-42,0.8892288861689106,0.4038254889318718,0.5938461538461539,0.8404929577464788,0.7095652173913043,0.5111111111111111,0.3736111111111111,0.7761085028690663,0.8899963086009597,0.6531187535236533
align-dinov2+500m-things-cat-sampled-7,0.48450958599611,0.3901557913750282,0.4091173054587689,0.6007975982434914,0.5338915470494418,0.3175355450236967,0.4049765596826541,0.3531598513011152,0.805334054151462,0.3743793445878848
