run_name,animal,arts and crafts item,bird,body part,breakfast food,candy,car part,clothing accessory,condiment,construction equipment,container,dessert,drink,electronic device,farm animal,fastener,food,footwear,fruit,furniture,game,garden tool,hardware item,headwear,home appliance,home decor item,insect,item of clothing,kitchen appliance,kitchen tool,mammal,medical equipment,musical,office supply item,outerwear,personal hygiene item,piece of jewelry,piece of women's clothing,plant,protective clothing item,safety equipment,school supply,scientific equipment,sea animal,seafood,source of light,sports equipment,tool,toy,vegetable,vehicle,watercraft,weapon
align-dinov2+1b-things+hyp-abl10-218,1.0,0.9621318373071528,1.0,0.982947344164074,0.9691273758269452,0.9751065643648764,0.9801932367149758,0.973765899454876,1.0,0.964598392137217,0.9888989351014668,0.9750517598343684,0.9937570394207562,0.9749289028588536,0.9787107466111418,0.9677162849872774,0.9568919964681778,0.9928533289522324,0.9821626763913112,0.9876534846303666,0.9846363636363636,0.9699514744307578,0.9534100004212478,0.9847289644012944,0.9782685087573286,0.95998094960907,1.0,0.9968199589820796,0.9501920355771174,0.960771973987833,0.9970215765182002,0.9442969291156776,1.0,0.9851950354609929,0.9559438838296824,0.9840901295480332,0.9926792289365388,0.9752502780867632,0.9873893922534838,0.9779281529588084,0.979979777553084,0.9876048817696416,0.9709837877671332,0.9797222222222224,0.9856636869623884,0.9612142857142856,0.9935754299369296,0.966999299719888,0.9906046107003044,0.9954334090956484,0.9937841530054644,0.9693952932071622,0.948894217958966
align-dinov2+1b-things+hyp-abl10-218-random,0.994419461009548,0.9572098346943716,1.0,0.9649621212121212,0.9793771043771043,0.967035448182434,0.980089355089355,0.9301587301587302,0.9611721611721612,0.9309895833333331,0.9551633191316696,0.9750310816411109,0.9754056795131848,0.98119667714414,0.9857264957264956,0.9619697577947276,0.9427745193874226,0.9651260672625968,0.9643874643874644,1.0,0.9774436090225564,0.9477393925341988,0.9569243029559492,0.9923213831680652,0.9826772814388912,0.95998094960907,0.9931504005977831,0.993619972260749,0.9852842809364548,0.9386428038777032,0.9970215765182002,0.932752613240418,1.0,0.98499820337765,0.968259034649076,0.9682631578947368,0.9551961823966066,0.9813671098084372,0.9873893922534838,0.9851973684210528,0.953653545202841,0.9876048817696416,0.961400606561897,0.984839744329326,0.992787747656018,0.986803732866725,0.9935754299369296,0.9633751070838744,0.9436276642018268,0.9863013698630136,0.9906958514744348,1.0,0.9562020460358056
align-dinov2+1b-things+hyp-abl10-42,0.9972415181717508,0.9762276859413176,1.0,0.982947344164074,0.9691273758269452,0.9579177955842508,0.9850876554884702,0.9780772515896364,0.986553911205074,0.9698863636363636,0.9806192567165488,0.9791828625723418,0.993690441343871,0.9811444652908068,0.9714529914529916,0.9784775233248516,0.9385630350964258,1.0,0.9910813381956556,0.9958822632301356,0.992373990343396,0.9699514744307578,0.94642932824751,0.9923213831680652,0.9782685087573286,0.95998094960907,1.0,0.9968199589820796,0.95703125,0.9776369289643626,1.0,0.966164095371669,0.9955156950672646,0.992548967117298,0.968259034649076,0.9632493143528796,0.9783120160841854,0.9691774891774892,0.9831885286430742,0.9779281529588084,0.973196881091618,0.9877296753083312,0.9565267395054629,0.9899245491350754,0.9716666666666668,0.986803732866725,0.9903769986797712,0.9668040293040292,0.9764269344101276,0.9954334090956484,0.9906563647098084,0.9876420454545456,0.963501705029838
align-dinov2+1b-things+hyp-abl10-42-random,1.0,0.9617800583915774,1.0,0.9649621212121212,0.9587542087542088,0.967035448182434,0.980089355089355,0.9388888888888888,0.986553911205074,0.9397727272727272,0.957435334450415,0.9709042617409152,0.9746239372138652,0.974859287054409,0.949752847625188,0.9675096030729832,0.9333126966929784,1.0,0.9777337951509152,0.991766061263215,0.9532115171650056,0.9319622482039724,0.9635513332704184,0.9772190093034951,0.9783709157846296,0.9636243386243386,0.9863636363636364,0.9904598769462388,0.95703125,0.9220833333333334,1.0,0.9097709209911172,0.9955156950672646,0.9636782809169604,0.9742594190394018,0.9531795946890288,0.9705266829438436,0.9813671098084372,0.9873893922534838,0.97074227921257,0.9601192394456975,0.9937701670873136,0.9660186319609791,0.9849329205366356,0.992787747656018,0.9675173181149276,0.9871508598738592,0.9668040293040292,0.962418442801218,0.9954334090956484,0.987620310852634,0.9683256271161758,0.9232339403642184
align-dinov2+1b-things+hyp-abl10-7,1.0,0.9761520966281714,1.0,0.982947344164074,0.9741935483870968,0.983517724091217,0.9900446775446776,0.9650211992731678,0.986553911205074,0.9290088021431304,0.9917329093799684,0.9750517598343684,0.9937570394207562,0.9715943885963012,0.9928218353750268,0.978609062170706,0.9626397302724208,1.0,0.9955428775182742,0.9958836582928192,1.0,0.9391304347826086,0.9568010936431988,0.9923213831680652,0.974015922158337,0.96,1.0,0.9936596422445478,0.9709714662708232,0.9831879888519284,1.0,0.9439605110336816,0.9955153343388636,0.9779343756881744,0.9613891285591026,0.9632493143528796,0.9926792289365388,0.9875297744150204,0.9957946815089672,0.985013876040703,0.986808442596738,0.9694749694749696,0.9422230374174616,0.9849329205366356,0.978363242968054,0.9741428571428572,0.9871508598738592,0.970385692964311,0.9764269344101276,0.9954334090956484,0.993810155426317,0.9875589875589876,0.9379355371680592
align-dinov2+1b-things+hyp-abl10-7-random,1.0,0.9762276859413176,1.0,0.9459525258673158,0.9487179487179488,0.9512032085561496,0.979968731678718,0.9561969053398058,1.0,0.9259069409818494,0.9806192567165488,0.9708821651103784,0.9810713240316128,0.98119667714414,0.9787107466111418,0.956679470763978,0.9391115926327194,1.0,0.964409996836444,0.9876467896904072,0.9767825250721254,0.9549272116461368,0.9568010936431988,0.9847289644012944,0.9696500064574456,0.9563353445538266,0.9931504005977831,0.9968199589820796,0.9780794619504296,0.9120207010115268,1.0,0.9108750865850844,0.9910312097812096,0.9703900709219858,0.9620762711864408,0.9576842105263156,0.9777485187623436,0.968945183014062,0.9831885286430742,0.9703947368421052,0.9607142857142856,0.9749486125385406,0.9757902746074566,0.9899245491350754,0.9713273739247764,0.9741428571428572,0.971212076884819,0.9769666500833528,0.94375,0.9863013698630136,0.9875683060109288,0.974942396313364,0.9452547452547452
align-dinov2+1b-things+hyp-abl10-local-shuffled-218,1.0,0.9613553113553114,1.0,0.98275643463928,0.9845792563600784,0.992156862745098,0.9860708782742682,0.9847700038654812,0.9585083495543488,0.9628824913996016,0.9598958333333334,0.9793217535153018,0.9791319933427218,0.9832171175009612,0.9667565139263252,0.9834311060237516,0.9694570247525568,1.0,0.9912860576923076,1.0,0.960679131295245,0.975644905605995,0.9309898159728428,0.9842054263565893,0.9774897543052108,0.9884996695307336,1.0,0.990773645293014,0.9850513573000734,0.9654333632057356,0.9968899158118598,0.9544012222352802,1.0,0.9717178209866624,0.9872546346782988,0.959433601224646,0.9707633053221288,0.9751768317095956,0.9957397436594696,0.9857645798255013,0.9624788015828152,0.9576644184794656,0.960536398467433,1.0,0.9856770833333331,0.9872196139801774,0.9927830188679244,0.9515562403697996,0.9633387888707038,0.9953245504795613,0.9873879508025848,0.9942228903233412,0.9684523073116418
align-dinov2+1b-things+hyp-abl10-local-shuffled-42,1.0,0.9469328028900016,0.9953910230660268,0.9482693039178396,0.989707419017764,0.9768297669347143,0.9813899868247696,0.9949238578680204,0.9861694498514496,0.9736429324487644,0.9658022228555144,0.991720735333874,0.9791319933427218,0.9666184373708144,0.9864647351477904,0.9725329462328864,0.9694570247525568,1.0,0.9869170473129194,0.9958326821899256,0.9691080196399344,0.983624031007752,0.959000442282176,0.9842054263565893,0.9684474359751784,0.992331648842402,0.9865612648221344,0.9876623376623376,0.9852355072463768,0.9771428571428572,0.9906208559373116,0.9664746543778802,0.9958507641082558,0.9648660518225736,0.9809785372800326,0.9744350384680318,0.9561449579831932,0.981119945863644,0.9957419050897824,0.9646589397681932,0.9563932002956392,0.9632126348228044,0.9559358288770052,1.0,1.0,0.9741390684786913,0.9746841427237594,0.9576117103235748,0.9862314831888868,1.0,0.9936939754012926,0.9942674972946096,0.9724115546900356
align-dinov2+1b-things+hyp-abl10-local-shuffled-7,1.0,0.9565813841827284,1.0,1.0,0.9845792563600784,0.992156862745098,0.9814647748708276,0.9796907216494846,0.9728479485116652,0.9581803345573234,0.9539254954318176,0.983441470667748,0.9791319933427218,0.9866946778711484,0.9931907688910157,0.9615461247260412,0.9668197323537128,1.0,0.9869406135660006,0.9916666666666668,0.9691080196399344,0.975644905605995,0.9658337019018134,0.9921608233540132,0.9640380583776812,0.9884949380666206,0.9932483418721952,0.9907195666170822,0.9852355072463768,0.9885714285714288,0.9906208559373116,0.9664746543778802,0.9916951469583049,0.948852077884336,0.9809785372800326,0.9592111592111592,0.9782069685501762,0.9812971342383108,1.0,0.992831541218638,0.9749858677218768,0.9756997455470736,0.960536398467433,1.0,0.9856770833333331,0.993572716838826,0.985501066098081,0.9542487718181748,0.9681397947780148,1.0,0.9906034014133728,0.9828024918838292,0.9763655462184874
align-dinov2+1b-things+hyp-abl10-shuffled-218,0.9192186731135406,0.9524673753348888,0.9510786559755632,0.9757264957264956,0.9405263157894737,0.9723173515981736,0.9301207393952344,0.9329440744457622,0.9715277777777778,0.952280701754386,0.8904895104895105,0.9389811320754716,0.9774270777348903,0.9197887037789516,0.9620071684587814,0.9421465761027564,0.8766961675835871,0.9319863552873262,0.9564814814814816,0.934090603833682,0.9778130614632516,0.9656633221850612,0.9201397980441934,1.0,0.960613810741688,0.9251170770158113,0.9804868029167096,0.9275606469002696,0.9653300069706864,0.9602867105772956,0.92681595222862,0.942121212121212,0.9523416129683684,0.9605657500394342,0.9590930711907404,0.9069340947605452,0.96294892846617,0.9037708339289288,0.9716350013379716,0.9294005544005544,0.9512813292030414,0.971869918699187,0.9170892494929006,0.9737160821501276,0.9793134294979312,0.967824967824968,0.9241394927536232,0.9318987902970424,0.9575067053842572,0.9230201823583648,0.9437921176230344,0.9485183547103052,0.9377836334358074
