run_name,overall,total_illegal_ratio,body part,clothing accessory,sports equipment,home appliance,game,tool,piece of women's clothing,vegetable,outerwear,food,farm animal,insect,fruit,office supply item,dessert,bird,container,arts and crafts item,home decor item,kitchen appliance,school supply,construction equipment,kitchen tool,breakfast food,sea animal,fastener,scientific equipment,candy,safety equipment,condiment,mammal,animal,hardware item,musical,electronic device,furniture,car part,footwear,vehicle,watercraft,seafood,piece of jewelry,plant,garden tool,source of light,protective clothing item,item of clothing,drink,weapon,medical equipment,headwear,toy,personal hygiene item
align-siglip+500m-things+hyp-abl90-7-random,0.5123602892833662,0.0,0.1812080536912751,0.5625,0.4065656565656566,0.4427480916030534,0.5175879396984925,0.5239130434782608,0.4686192468619247,0.7122302158273381,0.4935064935064935,0.8288016112789527,0.4796380090497738,0.4923857868020304,0.6356275303643725,0.4166666666666667,0.6779026217228464,0.4295774647887324,0.6208530805687204,0.5622775800711743,0.5053763440860215,0.4545454545454545,0.5708154506437768,0.3643410852713178,0.5180180180180181,0.2903225806451613,0.4979757085020243,0.4752475247524752,0.4851063829787234,0.5147679324894515,0.428,0.1767676767676767,0.6020833333333333,0.4689922480620155,0.5578406169665809,0.4898785425101215,0.3863636363636363,0.4606741573033708,0.5327102803738317,0.4880382775119617,0.5703324808184144,0.3596491228070175,0.4791666666666667,0.3351063829787234,0.5516014234875445,0.390625,0.4070796460176991,0.4818652849740932,0.6706349206349206,0.4448979591836735,0.5136986301369864,0.4779116465863454,0.3821989528795811,0.3745318352059925,0.4588744588744589
align-dinov2+1b-things+hyp-abl40cat-42-random,0.5079322638146168,0.0,,,0.3980582524271844,0.5238095238095238,0.4597156398104265,,0.3873517786561264,0.5085910652920962,,,0.5307017543859649,0.4263959390862944,,0.4769230769230769,0.7326007326007326,0.4625850340136054,0.4901960784313725,,0.5582191780821918,0.5720930232558139,0.4244897959183673,0.425287356321839,,0.6491935483870968,0.4861660079051383,,0.4033613445378151,0.5368852459016393,0.358267716535433,0.1442786069651741,0.7520833333333333,0.3805309734513274,0.6336633663366337,0.5387453874538746,,,0.6233183856502242,0.4862385321100917,,0.4298245614035088,0.6927083333333334,0.504950495049505,0.6476510067114094,0.4900990099009901,0.3333333333333333,0.5958549222797928,0.7003891050583657,0.35,,0.5,0.5076923076923077,0.44,0.5355648535564853
align-siglip+500m-things+hyp-abl30-218-random,0.8159861222311182,0.0,0.7971014492753623,0.8518518518518519,0.9207317073170732,0.8217054263565892,0.6086956521739131,0.8780487804878049,0.9661016949152542,0.926829268292683,0.6634615384615384,0.9479392624728852,0.6470588235294118,0.9222222222222224,0.8625954198473282,0.7747747747747747,0.9083333333333332,0.9090909090909092,0.725,0.7154471544715447,0.6333333333333333,0.946808510638298,0.8090909090909091,0.7596899224806202,0.808,0.968503937007874,0.8523489932885906,0.7906976744186046,0.696551724137931,0.9307692307692308,0.84,0.9072164948453608,0.8880866425992779,0.9315403422982884,0.7253886010362695,0.8389830508474576,0.810126582278481,0.6119402985074627,0.9456521739130436,0.7850467289719626,0.727810650887574,0.9239130434782608,0.7844827586206896,0.7413793103448276,0.625,0.853448275862069,0.6846846846846847,0.6091954022988506,0.8656126482213439,0.8442622950819673,0.5694444444444444,0.75,0.6746987951807228,0.7163120567375887,0.7021276595744681
align-dinov2+1b-things+hyp-abl30-7-random,0.7933013077128369,0.0,0.8695652173913043,0.762962962962963,0.7804878048780488,0.9224806201550388,0.6376811594202898,0.8455284552845529,0.940677966101695,0.9085365853658536,0.7115384615384616,0.913232104121475,0.6176470588235294,0.8111111111111111,0.900763358778626,0.8738738738738738,0.8333333333333334,0.6923076923076923,0.65,0.8292682926829268,0.5833333333333334,0.7659574468085106,0.7454545454545455,0.7441860465116279,0.752,0.7086614173228346,0.8791946308724832,0.6511627906976745,0.6896551724137931,0.8153846153846154,0.648,0.8762886597938144,0.9350180505415162,0.960880195599022,0.7668393782383419,0.6864406779661016,0.8417721518987342,0.6044776119402985,0.6847826086956522,0.9439252336448598,0.7159763313609467,0.7282608695652174,0.9310344827586208,0.75,0.8203125,0.8620689655172413,0.7657657657657657,0.7816091954022989,0.8853754940711462,0.7295081967213115,0.5347222222222222,0.6785714285714286,0.7228915662650602,0.6170212765957447,0.723404255319149
align-dinov2+500m-things+hyp-abl10cat-218-random,0.5413533834586466,0.0,,,,,,,,,,,,,,,0.5457875457875457,,0.4553376906318083,,,,,,,0.6290322580645161,0.6561264822134387,,0.6302521008403361,,,,,,,,,0.628158844765343,0.57847533632287,,,,,,,0.6683168316831684,,,0.4357976653696498,,,,,,0.3849372384937238
align-dinov2+1b-things+hyp-abl10cat-42-random,0.5088858509911142,0.0,,,,,,,,,,,,,,,0.6703296703296703,,0.4248366013071895,,,,,,,0.6008064516129032,0.7035573122529645,,0.5504201680672269,,,,,,,,,0.4981949458483754,0.4977578475336323,,,,,,,0.6633663366336634,,,0.2821011673151751,,,,,,0.5230125523012552
align-dinov2+1b-things+hyp-abl20cat-218-random,0.5568042142230026,0.0,,,0.5218446601941747,,,0.7478260869565218,,,,,,0.7969543147208121,,0.6153846153846154,,,,,0.363013698630137,,,0.4482758620689655,,0.6008064516129032,0.5019762845849802,0.5170731707317073,0.5294117647058824,,,0.1940298507462686,0.7666666666666667,,0.4900990099009901,0.4833948339483395,,,,,0.6289156626506024,,0.4166666666666667,,,,,0.8134715025906736,,,,0.5946969696969697,,0.4181818181818181,0.4100418410041841
align-dinov2+1b-things+hyp-abl50-7-random,0.7358004969826056,0.0,0.7,0.6470588235294118,0.7846715328467153,0.7246376811594203,0.7076923076923077,0.7971830985915493,0.75,0.8483412322274881,0.6589595375722543,0.8885869565217391,0.553072625698324,0.7534246575342466,0.8934010152284264,0.5531914893617021,0.8535353535353535,0.5511111111111111,0.7578125,0.5727699530516432,0.6629213483146067,0.7894736842105263,0.7457627118644068,0.7127659574468085,0.6745562130177515,0.7103825136612022,0.6826923076923077,0.7112676056338029,0.5964912280701754,0.8715083798882681,0.7093596059113301,0.8043478260869565,0.7814207650273224,0.924114671163575,0.7491166077738516,0.6524390243902439,0.8024691358024691,0.4278606965174129,0.6226415094339622,0.8,0.7937743190661478,0.7543859649122807,0.6163522012578616,0.6793893129770993,0.6851851851851852,0.7567567567567568,0.7535211267605634,0.6756756756756757,0.848,0.686046511627907,0.5209302325581395,0.6705202312138728,0.6910112359550562,0.5611111111111111,0.6832298136645962
align-siglip+1b-things+hyp-abl50-218-random,0.7669506567270146,0.0,0.8846153846153846,0.7107843137254902,0.7372262773722628,0.6183574879227053,0.6,0.8394366197183099,0.8977272727272727,0.7440758293838863,0.7225433526011561,0.9456521739130436,0.6312849162011173,0.7945205479452054,0.868020304568528,0.7304964539007093,0.8383838383838383,0.6622222222222223,0.8046875,0.6244131455399061,0.8314606741573034,0.6549707602339181,0.8418079096045198,0.526595744680851,0.7988165680473372,0.6994535519125683,0.7596153846153846,0.704225352112676,0.7719298245614035,0.8770949720670391,0.7733990147783252,0.8333333333333334,0.819672131147541,0.9561551433389543,0.7173144876325088,0.8170731707317073,0.8271604938271605,0.6119402985074627,0.6666666666666666,0.7028571428571428,0.7937743190661478,0.8128654970760234,0.5408805031446541,0.8320610687022901,0.8101851851851852,0.75,0.7887323943661971,0.668918918918919,0.8933333333333333,0.7674418604651163,0.5395348837209303,0.6069364161849711,0.5842696629213483,0.5388888888888889,0.6956521739130435
align-dinov2+500m-things+hyp-abl70-42-random,0.6424915923380611,0.0,0.6074074074074074,0.6626984126984127,0.7027863777089783,0.4884615384615384,0.5952380952380952,0.815242494226328,0.7285067873303167,0.6777777777777778,0.55,0.8779661016949153,0.5532994923857868,0.7300613496932515,0.6136363636363636,0.5459459459459459,0.6265060240963856,0.4469696969696969,0.6866485013623979,0.6190476190476191,0.6160337552742616,0.3333333333333333,0.5642201834862385,0.5714285714285714,0.5630630630630631,0.5467289719626168,0.6337448559670782,0.5935828877005348,0.4428571428571428,0.6210045662100456,0.545045045045045,0.5337078651685393,0.7377777777777778,0.8980446927374302,0.6201780415430267,0.4222222222222222,0.6357388316151202,0.5652173913043478,0.703125,0.4326923076923077,0.7006172839506173,0.6415094339622641,0.6292134831460674,0.6741573033707865,0.6575875486381323,0.648936170212766,0.6827956989247311,0.6392405063291139,0.6419213973799127,0.5,0.65625,0.624390243902439,0.6949152542372882,0.3803418803418803,0.5177664974619289
