run_name,overall,total_illegal_ratio,mammal,construction equipment,scientific equipment,furniture,animal,game,outerwear,condiment,electronic device,vehicle,item of clothing,home appliance,home decor item,fruit,food,seafood,body part,drink,tool,school supply,protective clothing item,car part,sports equipment,office supply item,farm animal,footwear,watercraft,container,kitchen appliance,fastener,source of light,musical,plant,vegetable,clothing accessory,piece of jewelry,sea animal,arts and crafts item,headwear,weapon,medical equipment,insect,garden tool,candy,safety equipment,toy,dessert,kitchen tool,breakfast food,personal hygiene item,piece of women's clothing,bird,hardware item
align-dinov2+500m-things+hyp-abl30-7,0.979837718219818,0.0,1.0,0.9444444444444444,0.9689922480620154,0.9941520467836256,1.0,1.0,0.945945945945946,1.0,0.966346153846154,1.0,0.992063492063492,0.9671052631578948,0.9502762430939228,0.9852941176470588,0.9927007299270072,1.0,0.9894736842105264,0.992063492063492,0.9595141700404858,0.9838709677419356,0.9896907216494846,0.9777777777777776,0.9948186528497408,0.97,1.0,0.9897959183673468,0.96875,0.9967741935483873,0.9893617021276596,0.9779411764705882,0.9903846153846154,1.0,0.975,0.9933333333333332,0.9444444444444444,0.9894736842105264,0.9831932773109244,0.9383561643835616,0.9775280898876404,0.9367088607594936,0.9647887323943662,1.0,0.967741935483871,0.9886363636363636,0.9583333333333334,0.9622641509433962,0.9700598802395208,0.9848484848484848,0.9652777777777778,0.9844961240310076,0.9823008849557522,0.9934640522875816,0.9427083333333334
align-dinov2+500m-things+hyp-abl30-42,0.9815588886156872,0.0,0.9954128440366972,0.9583333333333334,0.9534883720930232,0.9766081871345028,1.0,0.9905660377358492,0.9369369369369368,1.0,0.971153846153846,1.0,0.996031746031746,0.9802631578947368,0.9723756906077348,0.9852941176470588,0.9872262773722628,0.9901960784313726,0.9789473684210528,0.992063492063492,0.9676113360323888,0.9919354838709676,0.9896907216494846,1.0,0.9948186528497408,0.99,1.0,1.0,1.0,0.9870967741935484,0.9680851063829788,0.9779411764705882,0.9903846153846154,0.9935897435897436,0.9875,0.9866666666666668,0.9652777777777778,0.9894736842105264,0.9831932773109244,0.9315068493150684,1.0,0.9367088607594936,0.971830985915493,1.0,0.978494623655914,0.9659090909090908,0.96875,0.9685534591194968,0.9700598802395208,0.9772727272727272,0.9652777777777778,0.992248062015504,1.0,1.0,0.9479166666666666
align-dinov2+500m-things+hyp-abl10-218,0.9815415508186592,0.0,0.9974554707379136,0.9716981132075472,0.9428571428571428,0.9876543209876544,1.0,1.0,0.9329608938547486,0.9874213836477987,0.9850746268656716,0.989010989010989,0.997584541062802,0.9617021276595744,0.96,0.9911111111111112,0.98220640569395,0.9882352941176472,0.9932432432432432,0.9948453608247424,0.9840848806366048,0.9897435897435898,0.9753086419753086,0.9804878048780488,0.9878048780487804,0.9760479041916168,0.9880239520958084,0.9942528735632185,0.9942528735632185,0.98868778280543,0.9829545454545454,0.9704433497536946,0.9723756906077348,0.9955156950672646,0.9789915966386554,0.9863013698630136,0.9653679653679652,1.0,0.9908675799086758,0.949074074074074,0.9735099337748344,0.948905109489051,0.9533678756476685,1.0,0.968944099378882,0.9931506849315068,0.9818181818181818,0.9861111111111112,0.983402489626556,0.9732620320855616,0.979591836734694,0.965174129353234,0.9831460674157304,1.0,0.9588607594936708
align-dinov2+1b-things+hyp-abl30-7,0.9847553479223016,0.0,1.0,0.9791666666666666,0.9844961240310076,1.0,1.0,0.9905660377358492,0.945945945945946,0.9887640449438202,0.971153846153846,1.0,0.992063492063492,0.986842105263158,0.9723756906077348,0.9926470588235294,0.9890510948905108,0.9803921568627452,0.9894736842105264,1.0,0.979757085020243,0.9838709677419356,1.0,0.9851851851851852,0.9896373056994818,0.97,1.0,1.0,0.9895833333333334,0.9935483870967742,0.9680851063829788,0.9779411764705882,0.9807692307692308,0.9935897435897436,0.99375,1.0,0.9722222222222222,0.968421052631579,0.9831932773109244,0.9726027397260274,0.9887640449438202,0.9556962025316456,0.9577464788732394,1.0,1.0,1.0,0.9375,0.9748427672955976,0.9880239520958084,0.9772727272727272,0.9722222222222222,0.9767441860465116,0.991150442477876,1.0,0.953125
align-dinov2+1b-things+hyp-abl30cat-218,0.9926921263554926,0.0,1.0,1.0,1.0,0.9935483870967742,1.0,1.0,1.0,1.0,0.9866666666666668,0.9929577464788732,0.9845360824742267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9716981132075472,1.0,1.0,0.9583333333333334,1.0,0.9937888198757764,1.0,1.0,1.0,0.9857142857142858,0.9791666666666666,1.0,0.9859154929577464,0.9857142857142858,0.96875,1.0,1.0,1.0,1.0,0.9823008849557522,1.0,1.0,1.0,1.0,1.0,1.0,0.9363636363636364
align-dinov2+500m-things+hyp-abl10cat-7,0.9851396869427382,0.0,1.0,0.9414893617021276,1.0,1.0,1.0,0.98,1.0,0.9714285714285714,0.993993993993994,0.9946380697050938,1.0,0.9798994974874372,0.9786324786324786,0.981981981981982,0.9856115107913668,1.0,0.9829059829059827,1.0,0.9817629179331308,0.9938271604938272,1.0,1.0,0.9904458598726116,0.9664429530201344,0.9659863945578232,1.0,0.9877300613496932,1.0,0.9668874172185432,0.9723756906077348,0.9927536231884058,0.9908256880733946,1.0,0.990990990990991,0.9791666666666666,1.0,1.0,0.9608695652173912,0.9801980198019802,0.9401709401709402,0.950920245398773,1.0,0.978494623655914,0.9851851851851852,0.9758064516129032,0.9801980198019802,1.0,0.9585798816568049,1.0,1.0,1.0,1.0,0.9535714285714286
align-dinov2+1b-things+hyp-abl10-42,0.9826227988878592,0.0,1.0,0.9716981132075472,0.9571428571428572,0.9958847736625516,0.9985401459854014,0.9940828402366864,0.9720670391061452,0.9937106918238994,0.982089552238806,0.9917582417582418,0.997584541062802,0.9787234042553192,0.96,0.9911111111111112,0.9750889679715302,0.976470588235294,0.9932432432432432,0.9948453608247424,0.973474801061008,0.9897435897435898,0.9814814814814816,0.9853658536585366,0.9908536585365854,0.994011976047904,0.9760479041916168,1.0,0.9885057471264368,0.9841628959276018,0.9659090909090908,0.9802955665024632,0.988950276243094,0.9955156950672646,0.9831932773109244,0.9954337899543378,0.9783549783549784,0.9822485207100592,0.9908675799086758,0.976851851851852,0.9933774834437086,0.9635036496350364,0.9689119170984456,1.0,0.9751552795031057,0.9657534246575342,0.9757575757575756,0.976851851851852,0.979253112033195,0.9786096256684492,0.9693877551020408,0.965174129353234,0.9719101123595506,1.0,0.9493670886075948
align-dinov2+1b-things+hyp-abl70-7,0.9834782608695652,0.0,1.0,1.0,1.0,0.9838709677419356,1.0,1.0,0.9629629629629628,1.0,0.9848484848484848,0.9887640449438202,1.0,0.95,0.9482758620689656,1.0,0.972027972027972,1.0,1.0,0.9333333333333332,0.9818181818181818,1.0,0.9642857142857144,1.0,0.986842105263158,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.975,1.0,0.981132075471698,1.0,1.0,0.918918918918919,1.0,0.9777777777777776,0.9090909090909092,0.9827586206896552,0.9705882352941176,1.0,0.9130434782608696,1.0,1.0,0.9555555555555556,1.0,1.0,0.9565217391304348,0.9772727272727272,0.9523809523809524,1.0,1.0
align-dinov2+1b-things+hyp-abl90-218,0.9829192546583853,0.0,0.8888888888888888,1.0,0.9230769230769232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,1.0,0.875,0.9166666666666666,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.9545454545454546
align-dinov2+500m-things+hyp-abl70-7,0.9782608695652174,0.0,0.9692307692307692,0.9705882352941176,0.9642857142857144,0.9838709677419356,1.0,1.0,0.8518518518518519,0.875,0.9848484848484848,1.0,1.0,1.0,0.9655172413793104,0.9166666666666666,0.972027972027972,0.9666666666666668,1.0,1.0,0.9636363636363636,1.0,0.9642857142857144,0.979591836734694,1.0,0.9705882352941176,1.0,1.0,0.9565217391304348,0.9801980198019802,1.0,1.0,0.925,1.0,0.981132075471698,1.0,1.0,0.945945945945946,0.96,0.9333333333333332,0.9545454545454546,0.9655172413793104,0.9705882352941176,1.0,0.9565217391304348,1.0,1.0,0.9777777777777776,1.0,1.0,0.9565217391304348,1.0,0.9523809523809524,1.0,0.9772727272727272
align-dinov2+500m-things+hyp-abl50-42,0.9787595581988106,0.0,1.0,0.9864864864864864,0.9452054794520548,1.0,1.0,1.0,0.9230769230769232,0.9615384615384616,0.9646017699115044,0.9825581395348836,1.0,0.9759036144578314,0.9809523809523808,0.975,0.9908814589665652,1.0,0.9655172413793104,0.9565217391304348,0.95,0.958904109589041,0.9615384615384616,0.9777777777777776,0.9859154929577464,0.9322033898305084,1.0,1.0,0.9857142857142858,0.9680851063829788,0.981132075471698,0.9620253164556962,0.9848484848484848,1.0,1.0,1.0,0.9692307692307692,1.0,0.9692307692307692,0.9264705882352942,0.967741935483871,0.9423076923076924,0.971830985915493,1.0,0.96875,1.0,0.9622641509433962,1.0,0.9767441860465116,0.9552238805970148,0.9444444444444444,0.9855072463768116,0.9830508474576272,1.0,0.9680851063829788
align-dinov2+1b-things+hyp-abl10cat-7,0.984743411927878,0.0,0.9949874686716792,0.9308510638297872,1.0,1.0,1.0,0.9866666666666668,1.0,0.9904761904761904,0.981981981981982,0.9946380697050938,1.0,0.984924623115578,0.9786324786324786,0.981981981981982,0.9884892086330936,0.9912280701754386,1.0,1.0,0.9756838905775076,0.9938271604938272,1.0,1.0,0.9808917197452228,0.9865771812080536,0.9727891156462584,1.0,0.9938650306748468,1.0,0.9668874172185432,0.9668508287292816,1.0,1.0,1.0,0.990990990990991,0.9652777777777778,0.9784172661870504,1.0,0.9695652173913044,0.99009900990099,0.935897435897436,0.9693251533742332,0.9941520467836256,0.978494623655914,0.9777777777777776,1.0,0.9603960396039604,0.9906542056074766,0.9526627218934912,1.0,0.9903846153846154,1.0,1.0,0.9571428571428572
align-dinov2+1b-things+hyp-abl10-218,0.9820821748532592,0.0,0.9974554707379136,0.9669811320754716,0.9714285714285714,0.9876543209876544,1.0,0.9881656804733728,0.9608938547486032,1.0,0.9761194029850746,0.9945054945054944,0.997584541062802,0.9787234042553192,0.96,0.9822222222222222,0.98220640569395,0.9882352941176472,0.9932432432432432,0.9948453608247424,0.973474801061008,0.9897435897435898,0.9814814814814816,0.9804878048780488,0.9939024390243902,0.9880239520958084,0.9820359281437124,0.9942528735632185,0.971264367816092,0.990950226244344,0.9602272727272728,0.9704433497536946,0.9668508287292816,1.0,0.9873949579831932,0.9954337899543378,0.974025974025974,0.9940828402366864,0.9817351598173516,0.9629629629629628,0.9867549668874172,0.948905109489051,0.9481865284974094,1.0,0.9751552795031057,0.9794520547945206,0.9818181818181818,0.9907407407407408,0.975103734439834,0.962566844919786,0.9693877551020408,0.9850746268656716,0.9775280898876404,1.0,0.9556962025316456
align-dinov2+500m-things+hyp-abl40cat-42,0.9903129657228018,0.0,1.0,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,0.9230769230769232,0.984,1.0,1.0,1.0,1.0,0.979591836734694,1.0,1.0,0.975,1.0,0.9863945578231292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,0.9130434782608696,1.0,0.9696969696969696,1.0,0.9776119402985076,1.0,1.0,0.9310344827586208,1.0,1.0,1.0,1.0,1.0,0.96,0.9545454545454546,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl50-218,0.9802463891248938,0.0,0.9918032786885246,0.972972972972973,0.9726027397260274,0.991304347826087,1.0,1.0,0.9230769230769232,1.0,0.9734513274336284,0.9825581395348836,1.0,1.0,0.9142857142857144,1.0,0.993920972644377,0.981132075471698,1.0,0.9782608695652174,0.975,0.9726027397260274,1.0,0.9888888888888888,0.9929577464788732,0.9661016949152542,0.9767441860465116,1.0,0.9714285714285714,0.9946808510638298,0.981132075471698,0.9493670886075948,0.9848484848484848,0.990909090909091,0.9891304347826086,1.0,0.953846153846154,0.984375,0.9846153846153848,0.9411764705882352,0.967741935483871,0.9615384615384616,0.971830985915493,1.0,0.96875,0.979591836734694,0.9622641509433962,0.98989898989899,0.9767441860465116,0.9552238805970148,0.9444444444444444,0.9710144927536232,0.9830508474576272,0.9893617021276596,0.925531914893617
align-dinov2+1b-things+hyp-abl50-7,0.9861937128292269,0.0,1.0,0.9864864864864864,0.958904109589041,0.991304347826087,1.0,0.9821428571428572,0.9615384615384616,1.0,0.9823008849557522,0.9883720930232558,0.9929577464788732,1.0,0.961904761904762,0.9875,0.993920972644377,1.0,1.0,0.9891304347826086,0.9833333333333332,0.9726027397260274,1.0,0.9777777777777776,1.0,0.9661016949152542,0.9767441860465116,1.0,0.9714285714285714,1.0,0.981132075471698,0.9746835443037974,0.9848484848484848,1.0,0.9891304347826086,1.0,0.953846153846154,1.0,0.9846153846153848,0.9558823529411764,1.0,0.9615384615384616,1.0,1.0,0.984375,0.979591836734694,0.981132075471698,0.9797979797979798,1.0,0.9850746268656716,0.9629629629629628,0.9855072463768116,0.9830508474576272,1.0,0.925531914893617
align-dinov2+500m-things+hyp-abl20cat-218,0.9909553420011306,0.0,1.0,1.0,1.0,0.9947089947089948,1.0,0.99,0.9523809523809524,1.0,0.9961538461538462,1.0,1.0,0.994186046511628,0.9875,0.9899497487437184,0.9877717391304348,1.0,1.0,0.9924242424242424,0.9682539682539684,0.9902912621359224,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,0.9943661971830986,0.9846153846153848,1.0,1.0,1.0,0.9946808510638298,0.9949494949494948,0.9470588235294116,1.0,1.0,0.9852941176470588,0.9745762711864406,0.9707602339181286,1.0,1.0,0.9861111111111112,0.982608695652174,0.978494623655914,1.0,0.984375,0.9777777777777776,1.0,1.0,0.9849624060150376,1.0,1.0
align-dinov2+500m-things+hyp-abl50-7,0.9793967714528462,0.0,0.9918032786885246,0.972972972972973,0.9726027397260274,0.991304347826087,1.0,0.9642857142857144,0.9230769230769232,0.9807692307692308,0.9734513274336284,0.994186046511628,1.0,0.9879518072289156,0.961904761904762,1.0,0.9908814589665652,1.0,0.9655172413793104,0.967391304347826,0.9583333333333334,0.9726027397260274,0.9807692307692308,0.9888888888888888,0.9929577464788732,0.9661016949152542,0.9767441860465116,1.0,0.9714285714285714,0.9946808510638298,0.981132075471698,0.9620253164556962,0.9545454545454546,1.0,0.9782608695652174,1.0,0.9692307692307692,1.0,1.0,0.9558823529411764,0.967741935483871,0.9519230769230768,0.971830985915493,1.0,0.96875,0.979591836734694,0.9622641509433962,0.9494949494949496,0.9651162790697676,0.9253731343283582,0.9629629629629628,0.9855072463768116,0.9830508474576272,1.0,0.9361702127659576
align-dinov2+1b-things+hyp-abl40cat-42,0.9918032786885246,0.0,1.0,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,0.984,1.0,1.0,1.0,1.0,0.979591836734694,1.0,1.0,1.0,1.0,0.979591836734694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,1.0,1.0,1.0,1.0,0.96,0.9830508474576272,1.0,1.0,0.9494949494949496,1.0,0.9701492537313432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
